[0.035s] Invoking command in '/home/futill/dummy_ros/build/easy_handeye2_msgs': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/humble /usr/bin/cmake --build /home/futill/dummy_ros/build/easy_handeye2_msgs -- -j16 -l16
[0.491s] [  0%] Built target easy_handeye2_msgs__cpp
[0.491s] [ 12%] Built target easy_handeye2_msgs__rosidl_generator_c
[0.491s] [ 12%] Built target ament_cmake_python_symlink_easy_handeye2_msgs
[0.491s] [ 36%] Built target easy_handeye2_msgs__rosidl_typesupport_introspection_c
[0.491s] [ 36%] Built target easy_handeye2_msgs__rosidl_typesupport_cpp
[0.492s] [ 60%] Built target easy_handeye2_msgs__rosidl_typesupport_fastrtps_cpp
[0.492s] [ 60%] Built target easy_handeye2_msgs__rosidl_typesupport_introspection_cpp
[0.492s] [ 72%] Built target easy_handeye2_msgs__rosidl_typesupport_c
[0.492s] [ 84%] Built target easy_handeye2_msgs__rosidl_typesupport_fastrtps_c
[0.492s] [ 84%] Built target easy_handeye2_msgs
[0.492s] [ 85%] Built target easy_handeye2_msgs__py
[0.492s] [ 96%] Built target easy_handeye2_msgs__rosidl_generator_py
[0.492s] [ 99%] Built target easy_handeye2_msgs__rosidl_typesupport_c__pyext
[0.492s] [ 99%] Built target easy_handeye2_msgs__rosidl_typesupport_fastrtps_c__pyext
[0.492s] [100%] Built target easy_handeye2_msgs__rosidl_typesupport_introspection_c__pyext
[0.493s] running egg_info
[0.493s] writing easy_handeye2_msgs.egg-info/PKG-INFO
[0.493s] writing dependency_links to easy_handeye2_msgs.egg-info/dependency_links.txt
[0.493s] writing top-level names to easy_handeye2_msgs.egg-info/top_level.txt
[0.493s] reading manifest file 'easy_handeye2_msgs.egg-info/SOURCES.txt'
[0.493s] writing manifest file 'easy_handeye2_msgs.egg-info/SOURCES.txt'
[0.493s] [100%] Built target ament_cmake_python_build_easy_handeye2_msgs_egg
[0.718s] Invoked command in '/home/futill/dummy_ros/build/easy_handeye2_msgs' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/humble /usr/bin/cmake --build /home/futill/dummy_ros/build/easy_handeye2_msgs -- -j16 -l16
[0.726s] Invoking command in '/home/futill/dummy_ros/build/easy_handeye2_msgs': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/humble /usr/bin/cmake --install /home/futill/dummy_ros/build/easy_handeye2_msgs
[0.739s] -- Install configuration: "Release"
[0.739s] -- Execute custom install script
[0.739s] -- Up-to-date symlink: /home/futill/dummy_ros/install/share/ament_index/resource_index/rosidl_interfaces/easy_handeye2_msgs
[0.740s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/detail/handeye_calibration__functions.h
[0.740s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/detail/handeye_calibration__struct.h
[0.740s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/detail/handeye_calibration__type_support.h
[0.740s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/detail/handeye_calibration_parameters__functions.h
[0.740s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/detail/handeye_calibration_parameters__struct.h
[0.740s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/detail/handeye_calibration_parameters__type_support.h
[0.740s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/detail/sample__functions.h
[0.741s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/detail/sample__struct.h
[0.741s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/detail/sample__type_support.h
[0.742s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/detail/sample_list__functions.h
[0.742s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/detail/sample_list__struct.h
[0.742s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/detail/sample_list__type_support.h
[0.742s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/detail/target_pose_list__functions.h
[0.742s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/detail/target_pose_list__struct.h
[0.742s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/detail/target_pose_list__type_support.h
[0.742s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/handeye_calibration.h
[0.742s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/handeye_calibration_parameters.h
[0.743s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/rosidl_generator_c__visibility_control.h
[0.745s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/sample.h
[0.745s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/sample_list.h
[0.745s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/msg/target_pose_list.h
[0.745s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/check_starting_pose.h
[0.745s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/compute_calibration.h
[0.746s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/check_starting_pose__functions.h
[0.746s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/check_starting_pose__struct.h
[0.746s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/check_starting_pose__type_support.h
[0.746s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/compute_calibration__functions.h
[0.746s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/compute_calibration__struct.h
[0.746s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/compute_calibration__type_support.h
[0.746s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/enumerate_target_poses__functions.h
[0.746s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/enumerate_target_poses__struct.h
[0.746s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/enumerate_target_poses__type_support.h
[0.746s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/execute_plan__functions.h
[0.747s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/execute_plan__struct.h
[0.747s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/execute_plan__type_support.h
[0.747s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/list_algorithms__functions.h
[0.747s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/list_algorithms__struct.h
[0.747s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/list_algorithms__type_support.h
[0.747s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/load_samples__functions.h
[0.750s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/load_samples__struct.h
[0.750s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/load_samples__type_support.h
[0.750s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/plan_to_selected_target_pose__functions.h
[0.750s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/plan_to_selected_target_pose__struct.h
[0.751s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/plan_to_selected_target_pose__type_support.h
[0.751s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/remove_sample__functions.h
[0.751s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/remove_sample__struct.h
[0.751s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/remove_sample__type_support.h
[0.752s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/save_calibration__functions.h
[0.752s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/save_calibration__struct.h
[0.752s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/save_calibration__type_support.h
[0.753s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/save_samples__functions.h
[0.755s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/save_samples__struct.h
[0.755s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/save_samples__type_support.h
[0.755s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/select_target_pose__functions.h
[0.755s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/select_target_pose__struct.h
[0.755s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/select_target_pose__type_support.h
[0.755s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/set_algorithm__functions.h
[0.755s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/set_algorithm__struct.h
[0.756s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/set_algorithm__type_support.h
[0.756s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/take_sample__functions.h
[0.756s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/take_sample__struct.h
[0.756s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/detail/take_sample__type_support.h
[0.756s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/enumerate_target_poses.h
[0.756s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/execute_plan.h
[0.756s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/list_algorithms.h
[0.757s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/load_samples.h
[0.757s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/plan_to_selected_target_pose.h
[0.759s] -- Up-to-date symlink: /home/futill/dummy_ros/install/include/easy_handeye2_msgs/easy_handeye2_msgs/srv/remove_sample.h
